'Time(min)',Gamma` isothermal,"Gamma"" isothermal",Gamma` total,"Gamma"" total",Gamma` isothermal Grain Size,"Gamma"" isothermal Grain Size"
1.157,0,0,0,0,0,0
1.1579999999999999,0,0,0,0,0,0
1.1599999999999999,0,0,0,0,0,0
1.1619999999999999,0,0,0,0,0,0
1.163,0,0,0,0,0,0
1.165,0,0,0,0,0,0
1.167,0,0,0,0,0,0
1.1679999999999999,0,0,0,0,0,0
1.1699999999999999,0,0,0,0,0,0
1.1719999999999999,0,0,0,0,0,0
1.173,0,0,0,0,0,0
1.175,0,0,0,0,0,0
1.177,0,0,0,0,0,0
1.1779999999999999,0,0,0,0,0,0
1.1799999999999999,0,0,0,0,0,0
1.1819999999999999,0,0,0,0,0,0
1.1830000000000001,0,0,0,0,0,0
1.1850000000000001,0,0,0,0,0,0
1.1870000000000001,0,0,0,0,0,0
1.1879999999999999,0,0,0,0,0,0
1.1899999999999999,0,0,0,0,0,0
1.1919999999999999,0,0,0,0,0,0
1.1930000000000001,0,0,0,0,0,0
1.1950000000000001,0,0,0,0,0,0
1.1970000000000001,0,0,0,0,0,0
1.198,0,0,0,0,0,0
1.2,0,0,0,0,0,0
1.202,0,0,0,0,0,0
1.2030000000000001,0,0,0,0,0,0
1.2050000000000001,0,0,0,0,0,0
1.2070000000000001,0,0,0,0,0,0
1.208,0,0,0,0,0,0
1.21,0,0,0,0,0,0
1.212,0,0,0,0,0,0
1.2130000000000001,0,0,0,0,0,0
1.2150000000000001,0,0,0,0,0,0
1.2170000000000001,0,0,0,0,0,0
1.218,0,0,0,0,0,0
1.22,0,0,0,0,0,0
1.222,0,0,0,0,0,0
1.2230000000000001,0,0,0,0,0,0
1.2250000000000001,0,0,0,0,0,0
1.2270000000000001,0,0,0,0,0,0
1.228,0,0,0,0,0,0
1.23,0,0,0,0,0,0
1.232,0,0,0,0,0,0
1.2330000000000001,0,0,0,0,0,0
1.2350000000000001,0,0,0,0,0,0
1.2370000000000001,0,0,0,0,0,0
1.238,0,0,0,0,0,0
1.24,0,0,0,0,0,0
1.242,0,0,0,0,0,0
1.2430000000000001,0,0,0,0,0,0
1.2450000000000001,0,0,0,0,0,0
1.2470000000000001,0,0,0,0,0,0
1.248,0,0,0,0,0,0
1.25,0,0,0,0,0,0
1.252,0,0,0,0,0,0
1.2529999999999999,0,0,0,0,0,0
1.2549999999999999,0,0,0,0,0,0
1.2569999999999999,0,0,0,0,0,0
1.258,0,0,0,0,0,0
1.26,0,0,0,0,0,0
1.262,0,0,0,0,0,0
1.2629999999999999,0,0,0,0,0,0
1.2649999999999999,0,0,0,0,0,0
1.2669999999999999,0,0,0,0,0,0
1.268,0,0,0,0,0,0
1.27,0,0,0,0,0,0
1.272,0,0,0,0,0,0
1.2729999999999999,0,0,0,0,0,0
1.2749999999999999,0,0,0,0,0,0
1.2769999999999999,0,0,0,0,0,0
1.278,0,0,0,0,0,0
1.28,0,0,0,0,0,0
1.282,0,0,0,0,0,0
1.2829999999999999,0,0,0,0,0,0
1.2849999999999999,0,0,0,0,0,0
1.2869999999999999,0,0,0,0,0,0
1.288,0,0,0,0,0,0
1.29,0,0,0,0,0,0
1.292,0,0,0,0,0,0
1.2929999999999999,0,0,0,0,0,0
1.2949999999999999,0,0,0,0,0,0
1.2969999999999999,0,0,0,0,0,0
1.298,0,0,0,0,0,0
1.3,0,0,0,0,0,0
1.302,0,0,0,0,0,0
1.3029999999999999,0,0,0,0,0,0
1.3049999999999999,0,0,0,0,0,0
1.3069999999999999,0,0,0,0,0,0
1.3080000000000001,0,0,0,0,0,0
1.3100000000000001,0,0,0,0,0,0
1.3120000000000001,0,0,0,0,0,0
1.3129999999999999,0,0,0,0,0,0
1.3149999999999999,0,0,0,0,0,0
1.3169999999999999,0,0,0,0,0,0
1.3180000000000001,0,0,0,0,0,0
1.3200000000000001,0,0,0,0,0,0
1.3220000000000001,0,0,0,0,0,0
1.323,0,0,0,0,0,0
1.325,0,0,0,0,0,0
1.327,0,0,0,0,0,0
1.3280000000000001,0,0,0,0,0,0
1.3300000000000001,0,0,0,0,0,0
1.3320000000000001,0,0,0,0,0,0
1.333,0,0,0,0,0,0
1.335,0,0,0,0,0,0
1.337,0,0,0,0,0,0
1.3380000000000001,0,0,0,0,0,0
1.3400000000000001,0,0,0,0,0,0
1.3420000000000001,0,0,0,0,0,0
1.343,0,0,0,0,0,0
1.345,0,0,0,0,0,0
1.347,0,0,0,0,0,0
1.3480000000000001,0,0,0,0,0,0
1.3500000000000001,0,0,0,0,0,0
1.3520000000000001,0,0,0,0,0,0
1.353,0,0,0,0,0,0
1.355,0,0,0,0,0,0
1.357,0,0,0,0,0,0
1.3580000000000001,0,0,0,0,0,0
1.3600000000000001,0,0,0,0,0,0
1.3620000000000001,0,0,0,0,0,0
1.363,0,0,0,0,0,0
1.365,0,0,0,0,0,0
1.367,0,0,0,0,0,0
1.3680000000000001,0,0,0,0,0,0
1.3700000000000001,0,0,0,0,0,0
1.3720000000000001,0,0,0,0,0,0
1.373,0,0,0,0,0,0
1.375,0,0,0,0,0,0
1.377,0,0,0,0,0,0
1.3779999999999999,0,0,0,0,0,0
1.3799999999999999,0,0,0,0,0,0
1.3819999999999999,0,0,0,0,0,0
1.383,0,0,0,0,0,0
1.385,0,0,0,0,0,0
1.387,0,0,0,0,0,0
1.3879999999999999,0,0,0,0,0,0
1.3899999999999999,0,0,0,0,0,0
1.3919999999999999,0,0,0,0,0,0
1.393,0,0,0,0,0,0
1.395,0,0,0,0,0,0
1.397,0,0,0,0,0,0
1.3979999999999999,0,0,0,0,0,0
1.3999999999999999,0,0,0,0,0,0
1.4019999999999999,0,0,0,0,0,0
1.403,0,0,0,0,0,0
1.405,0,0,0,0,0,0
1.407,0,0,0,0,0,0
1.4079999999999999,0,0,0,0,0,0
1.4099999999999999,0,0,0,0,0,0
1.4119999999999999,0,0,0,0,0,0
1.413,0,0,0,0,0,0
1.415,0,0,0,0,0,0
1.417,0,0,0,0,0,0
1.4179999999999999,0,0,0,0,0,0
1.4199999999999999,0,0,0,0,0,0
1.4219999999999999,0,0,0,0,0,0
1.423,0,0,0,0,0,0
1.425,0,0,0,0,0,0
1.427,0,0,0,0,0,0
1.4279999999999999,0,0,0,0,0,0
1.4299999999999999,0,0,0,0,0,0
1.4319999999999999,0,0,0,0,0,0
1.4330000000000001,0,0,0,0,0,0
1.4350000000000001,0,0,0,0,0,0
1.4370000000000001,0,0,0,0,0,0
1.4379999999999999,0,0,0,0,0,0
1.4399999999999999,0,0,0,0,0,0
1.4419999999999999,0,0,0,0,0,0
1.4430000000000001,0,0,0,0,0,0
1.4450000000000001,0,0,0,0,0,0
1.4470000000000001,0,0,0,0,0,0
1.448,0,0,0,0,0,0
1.45,0,0,0,0,0,0
1.452,0,0,0,0,0,0
1.4530000000000001,0,0,0,0,0,0
1.4550000000000001,0,0,0,0,0,0
1.4570000000000001,0,0,0,0,0,0
1.458,0,0,0,0,0,0
1.46,0,0,0,0,0,0
1.462,0,0,0,0,0,0
1.4630000000000001,0,0,0,0,0,0
1.4650000000000001,0,0,0,0,0,0
1.4670000000000001,0,0,0,0,0,0
1.468,0,0,0,0,0,0
1.47,0,0,0,0,0,0
1.472,0,0,0,0,0,0
1.4730000000000001,0,0,0,0,0,0
1.4750000000000001,0,0,0,0,0,0
1.4770000000000001,0,0,0,0,0,0
1.478,0,0,0,0,0,0
1.48,0,0,0,0,0,0
1.482,0,0,0,0,0,0
1.4830000000000001,0,0,0,0,0,0
1.4850000000000001,0,0,0,0,0,0
1.4870000000000001,0,0,0,0,0,0
1.488,0,0,0,0,0,0
1.49,0,0,0,0,0,0
1.492,0,0,0,0,0,0
1.4930000000000001,0,0,0,0,0,0
1.4950000000000001,0,0,0,0,0,0
1.4970000000000001,0,0,0,0,0,0
1.498,0,0,0,0,0,0
1.5,0,0,0,0,0,0
1.502,0,0,0,0,0,0
1.5029999999999999,0,0,0,0,0,0
1.5049999999999999,0,0,0,0,0,0
1.5069999999999999,0,0,0,0,0,0
1.508,0,0,0,0,0,0
1.51,0,0,0,0,0,0
1.512,0,0,0,0,0,0
1.5129999999999999,0,0,0,0,0,0
1.5149999999999999,0,0,0,0,0,0
1.5169999999999999,0,0,0,0,0,0
1.518,0,0,0,0,0,0
1.52,0,0,0,0,0,0
1.522,0,0,0,0,0,0
1.5229999999999999,0,0,0,0,0,0
1.5249999999999999,0,0,0,0,0,0
1.5269999999999999,0,0,0,0,0,0
1.528,0,0,0,0,0,0
1.53,0,0,0,0,0,0
1.532,0,0,0,0,0,0
1.5329999999999999,0,0,0,0,0,0
1.5349999999999999,0,0,0,0,0,0
1.5369999999999999,0,0,0,0,0,0
1.538,0,0,0,0,0,0
1.54,0,0,0,0,0,0
1.542,0,0,0,0,0,0
1.5429999999999999,0,0,0,0,0,0
1.5449999999999999,0,0,0,0,0,0
1.5469999999999999,0,0,0,0,0,0
1.548,0,0,0,0,0,0
1.55,0,0,0,0,0,0
1.552,0,0,0,0,0,0
1.5529999999999999,0,0,0,0,0,0
1.5549999999999999,0,0,0,0,0,0
1.5569999999999999,0,0,0,0,0,0
1.5580000000000001,0,0,0,0,0,0
1.5600000000000001,0,0,0,0,0,0
1.5620000000000001,0,0,0,0,0,0
1.5629999999999999,0,0,0,0,0,0
1.5649999999999999,0,0,0,0,0,0
1.5669999999999999,0,0,0,0,0,0
1.5680000000000001,0,0,0,0,0,0
1.5700000000000001,0,0,0,0,0,0
1.5720000000000001,0,0,0,0,0,0
1.573,0,0,0,0,0,0
1.575,0,0,0,0,0,0
1.577,0,0,0,0,0,0
1.5780000000000001,0,0,0,0,0,0
1.5800000000000001,0,0,0,0,0,0
1.5820000000000001,0,0,0,0,0,0
1.583,0,0,0,0,0,0
1.585,0,0,0,0,0,0
1.587,0,0,0,0,0,0
1.5880000000000001,0,0,0,0,0,0
1.5900000000000001,0,0,0,0,0,0
1.5920000000000001,0,0,0,0,0,0
1.593,0,0,0,0,0,0
1.595,0,0,0,0,0,0
1.597,0,0,0,0,0,0
1.5980000000000001,0,0,0,0,0,0
1.6000000000000001,0,0,0,0,0,0
1.6020000000000001,0,0,0,0,0,0
1.603,0,0,0,0,0,0
1.605,0,0,0,0,0,0
1.607,0,0,0,0,0,0
1.6080000000000001,0,0,0,0,0,0
1.6100000000000001,0,0,0,0,0,0
1.6120000000000001,0,0,0,0,0,0
1.613,0,0,0,0,0,0
1.615,0,0,0,0,0,0
1.617,0,0,0,0,0,0
1.6180000000000001,0,0,0,0,0,0
1.6200000000000001,0,0,0,0,0,0
1.6220000000000001,0,0,0,0,0,0
1.623,0,0,0,0,0,0
1.625,0,0,0,0,0,0
1.627,0,0,0,0,0,0
1.6279999999999999,0,0,0,0,0,0
1.6299999999999999,0,0,0,0,0,0
1.6319999999999999,0,0,0,0,0,0
1.633,0,0,0,0,0,0
1.635,0,0,0,0,0,0
1.637,0,0,0,0,0,0
1.6379999999999999,0,0,0,0,0,0
1.6399999999999999,0,0,0,0,0,0
1.6419999999999999,0,0,0,0,0,0
1.643,0,0,0,0,0,0
1.645,0,0,0,0,0,0
1.647,0,0,0,0,0,0
1.6479999999999999,0,0,0,0,0,0
1.6499999999999999,0,0,0,0,0,0
1.6519999999999999,0,0,0,0,0,0
1.653,0,0,0,0,0,0
1.655,0,0,0,0,0,0
1.657,0,0,0,0,0,0
1.6579999999999999,0,0,0,0,0,0
1.6599999999999999,0,0,0,0,0,0
1.6619999999999999,0,0,0,0,0,0
1.663,0,0,0,0,0,0
1.665,0,0,0,0,0,0
1.667,0,0,0,0,0,0
1.6830000000000001,0,0,0,0,0,0
1.6859999999999999,0,0,0,0,0,0
1.6879999999999999,0,0,0,0,0,0
1.6899999999999999,0,0,0,0,0,0
1.6919999999999999,0,0,0,0,0,0
1.6950000000000001,0,0,0,0,0,0
1.6970000000000001,0,0,0,0,0,0
1.7,0,0,0,0,0,0
1.7030000000000001,0,0,0,0,0,0
1.706,0,0,0,0,0,0
1.7090000000000001,0,0,0,0,0,0
1.7130000000000001,0,0,0,0,0,0
1.7170000000000001,0,0,0,0,0,0
1.722,0,0,0,0,0,0
1.7270000000000001,0,0,0,0,0,0
1.732,0,0,0,0,0,0
1.738,0,0,0,0,0,0
1.744,0,0,0,0,0,0
1.7509999999999999,0,0,0,0,0,0
1.7589999999999999,0,0,0,0,0,0
1.7669999999999999,0,0,0,0,0,0
1.776,0,0,0,0,0,0
1.786,0,0,0,0,0,0
1.7969999999999999,0,0,0,0,0,0
1.8080000000000001,0,0,0,0,0,0
1.821,0,0,0,0,0,0
1.835,0,0,0,0,0,0
1.8500000000000001,0,0,0,0,0,0
1.8660000000000001,0,0,0,0,0,0
1.8839999999999999,0,0,0,0,0,0
1.903,0,0,0,0,0,0
1.9239999999999999,0,0,0,0,0,0
1.9470000000000001,0,0,0,0,0,0
1.972,0,0,0,0,0,0
2,0,0,0,0,0,0
2.0289999999999999,0,0,0,0,0,0
2.0619999999999998,0,1.17e-06,0,1.17e-06,0,0.38237900000000002
2.097,0,1.51e-06,0,1.51e-06,0,0.41653699999999999
2.1360000000000001,0,1.95e-06,0,1.95e-06,0,0.45374599999999998
2.1779999999999999,0,2.52e-06,0,2.52e-06,0,0.49427700000000008
2.2229999999999999,1.18e-06,3.26e-06,1.18e-06,3.26e-06,0.38397300000000001,0.53842899999999994
2.2730000000000001,1.53e-06,4.21e-06,1.53e-06,4.21e-06,0.41827300000000001,0.58652300000000002
2.327,1.97e-06,5.44e-06,1.97e-06,5.44e-06,0.45563700000000001,0.63891100000000001
2.3860000000000001,2.55e-06,7.03e-06,2.55e-06,7.03e-06,0.49633700000000003,0.69597500000000001
2.4500000000000002,3.30e-06,9.09e-06,3.30e-06,9.09e-06,0.54067100000000001,0.75813299999999995
2.52,4.26e-06,1.17e-05,4.26e-06,1.17e-05,0.58896400000000004,0.82583600000000001
2.597,5.51e-06,1.52e-05,5.51e-06,1.52e-05,0.64156799999999992,0.89957900000000002
2.6800000000000002,7.12e-06,1.96e-05,7.12e-06,1.96e-05,0.69886799999999993,0.97989499999999996
2.77,9.20e-06,2.54e-05,9.20e-06,2.54e-05,0.76127999999999996,1.0673699999999999
2.8690000000000002,1.19e-05,3.28e-05,1.19e-05,3.28e-05,0.82925899999999997,1.1626300000000001
2.976,1.54e-05,4.24e-05,1.54e-05,4.24e-05,0.90329999999999999,1.2663599999999999
3.093,1.99e-05,5.47e-05,1.99e-05,5.47e-05,0.9839389999999999,1.37931
3.2210000000000001,2.57e-05,7.07e-05,2.57e-05,7.07e-05,1.07176,1.50227
3.359,3.32e-05,9.13e-05,3.32e-05,9.13e-05,1.1673900000000001,1.63612
3.5110000000000001,4.29e-05,0.000117979,4.29e-05,1.18e-04,1.27152,1.7817699999999999
3.6749999999999998,5.54e-05,0.00015233900000000001,5.54e-05,1.52e-04,1.38489,1.94024
3.855,7.16e-05,0.00019664500000000001,7.16e-05,1.97e-04,1.5083,2.1125699999999998
4.0499999999999998,9.24e-05,0.000253732,9.24e-05,2.54e-04,1.6426000000000001,2.2999000000000001
4.2629999999999999,0.000119366,0.00032722200000000001,1.19e-04,3.27e-04,1.7887300000000002,2.5034100000000001
4.4950000000000001,0.00015409399999999999,0.00042171500000000002,1.54e-04,4.22e-04,1.9476599999999999,2.7243200000000001
4.7480000000000002,0.000198851,0.00054303299999999995,1.99e-04,5.43e-04,2.1204400000000003,2.96387
5.0229999999999997,0.00025648100000000003,0.00069849500000000004,2.56e-04,6.98e-04,2.3081800000000001,3.2233299999999998
5.3230000000000004,0.00033060400000000002,0.00089723099999999996,3.31e-04,8.97e-04,2.512,3.5039100000000003
5.6500000000000004,0.00042580800000000001,0.0011505300000000001,4.26e-04,0.0011505300000000001,2.7330999999999999,3.8067099999999998
6.0049999999999999,0.00054786699999999995,0.0014721599999999999,5.48e-04,0.0014721599999999999,2.9726400000000002,4.1327199999999999
6.3929999999999998,0.00070400200000000001,0.00187868,7.04e-04,0.00187868,3.2317800000000001,4.4826499999999996
6.8150000000000004,0.00090315999999999997,0.0023896299999999998,9.03e-04,0.0023896299999999998,3.5116100000000001,4.8569200000000006
7.2750000000000004,0.0011562899999999999,0.0030275599999999999,0.0011562899999999999,0.0030275599999999999,3.8130600000000001,5.2555100000000001
7.7759999999999998,0.0014766200000000001,0.0038177699999999998,0.0014766200000000001,0.0038177699999999998,4.1368900000000002,5.6779000000000002
8.3219999999999992,0.00187984,0.0047877700000000002,0.00187984,0.0047877700000000002,4.4835700000000003,6.1229699999999996
8.9160000000000004,0.00238412,0.0059663700000000004,0.00238412,0.0059663700000000004,4.8531899999999997,6.5890199999999997
9.5640000000000001,0.0030100499999999998,0.0073824700000000004,0.0030100499999999998,0.0073824700000000004,5.2453599999999998,7.0737800000000002
10.27,0.0037801699999999998,0.0090637400000000007,0.0037801699999999998,0.0090637400000000007,5.6591899999999997,7.5744899999999999
11.038,0.0047183099999999999,0.0110352,0.0047183099999999999,0.0110352,6.0932200000000005,8.0880700000000001
11.875,0.0058486800000000002,0.013318399999999999,0.0058486800000000002,0.013318399999999999,6.5454100000000004,8.6112800000000007
12.787000000000001,0.0071946700000000002,0.015930099999999999,0.0071946700000000002,0.015930099999999999,7.01328,9.1409400000000005
13.781000000000001,0.0087778100000000005,0.018882900000000001,0.0087778100000000005,0.018882900000000001,7.4939899999999993,9.6740199999999987
14.863,0.0106167,0.022184300000000001,0.0106167,0.022184300000000001,7.9845099999999993,10.207800000000001
16.042000000000002,0.012726599999999999,0.025837700000000002,0.012726599999999999,0.025837700000000002,8.4818099999999994,10.74
17.326000000000001,0.015118599999999999,0.029842400000000002,0.015118599999999999,0.029842400000000002,8.9830000000000005,11.2684
18.725000000000001,0.017800099999999999,0.034193899999999999,0.017800099999999999,0.034193899999999999,9.4854500000000002,11.791399999999999
20.248999999999999,0.0207747,0.038883300000000003,0.0207747,0.038883300000000003,9.9868600000000001,12.307600000000001
21.908999999999999,0.024042600000000001,0.043897800000000001,0.024042600000000001,0.043897800000000001,10.485200000000001,12.815399999999999
23.716999999999999,0.027600800000000002,0.049218400000000002,0.027600800000000002,0.049218400000000002,10.978899999999999,13.313500000000001
25.687000000000001,0.031442999999999999,0.054818800000000001,0.031442999999999999,0.054818800000000001,11.4664,13.8005
27.832999999999998,0.035559100000000003,0.060660899999999997,0.035559100000000003,0.060660899999999997,11.946299999999999,14.2743
30.170999999999999,0.039934799999999999,0.0666881,0.039934799999999999,0.0666881,12.4175,14.732200000000001
32.716999999999999,0.044549800000000001,0.072808899999999996,0.044549800000000001,0.072808899999999996,12.878500000000001,15.169799999999999
35.491,0.049375200000000001,0.078850299999999998,0.049375200000000001,0.078850299999999998,13.3277,15.578200000000001
38.512999999999998,0.054368300000000001,0.080862100000000006,0.054368300000000001,0.080862100000000006,13.762600000000001,18.037499999999998
41.805,0.059462000000000001,0.080862100000000006,0.059462000000000001,0.080862100000000006,14.179600000000001,20.031599999999997
45.390000000000001,0.064535400000000007,0.080862100000000006,0.064535400000000007,0.080862100000000006,14.571899999999999,21.828700000000001
49.295999999999999,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,14.923399999999999,23.498699999999999
53.551000000000002,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,15.070600000000001,25.0824
58.186999999999998,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,15.227800000000002,26.6065
63.235999999999997,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,15.395399999999999,28.089300000000001
68.736000000000004,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,15.574000000000002,29.5441
74.727999999999994,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,15.7639,30.981200000000001
81.254999999999995,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,15.9657,32.408299999999997
88.364999999999995,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,16.1799,33.832099999999997
96.109999999999999,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,16.4069,35.2577
104.547,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,16.647300000000001,36.689800000000005
113.738,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,16.901500000000002,38.132300000000001
123.75,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,17.170000000000002,39.588700000000003
134.65600000000001,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,17.453199999999999,41.061999999999998
146.53700000000001,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,17.7516,42.555
159.47900000000001,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,18.0657,44.070499999999996
173.577,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,18.395800000000001,45.610700000000001
188.935,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,18.7424,47.178100000000001
205.66499999999999,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,19.105999999999998,48.774700000000003
223.88800000000001,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,19.486899999999999,50.402700000000003
243.74000000000001,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,19.8855,52.064100000000003
265.36700000000002,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,20.302299999999999,53.760899999999999
288.92500000000001,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,20.7377,55.495000000000005
314.58699999999999,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,21.1921,57.2684
342.54199999999997,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,21.665900000000001,59.082900000000002
372.99299999999999,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,22.159399999999998,60.940300000000008
406.16699999999997,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,22.673200000000001,62.842700000000001
442.30200000000002,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,23.2075,64.791800000000009
481.66699999999997,0.067416699999999996,0.080862100000000006,0.067416699999999996,0.080862100000000006,23.762900000000002,66.789599999999993
