'Time(min)',Gamma` isothermal,"Gamma"" isothermal",Gamma` total,"Gamma"" total",Gamma` isothermal Grain Size,"Gamma"" isothermal Grain Size"
0.128,0,0,0,0,0,0
0.13,0,0,0,0,0,0
0.13200000000000001,0,0,0,0,0,0
0.13300000000000001,0,0,0,0,0,0
0.13500000000000001,0,0,0,0,0,0
0.13700000000000001,0,0,0,0,0,0
0.13800000000000001,0,0,0,0,0,0
0.14000000000000001,0,0,0,0,0,0
0.14199999999999999,0,0,0,0,0,0
0.14299999999999999,0,0,0,0,0,0
0.14499999999999999,0,0,0,0,0,0
0.14699999999999999,0,0,0,0,0,0
0.14799999999999999,0,0,0,0,0,0
0.14999999999999999,0,0,0,0,0,0
0.152,0,0,0,0,0,0
0.153,0,0,0,0,0,0
0.155,0,0,0,0,0,0
0.157,0,0,0,0,0,0
0.158,0,0,0,0,0,0
0.16,0,0,0,0,0,0
0.16200000000000001,0,0,0,0,0,0
0.16300000000000001,0,0,0,0,0,0
0.16500000000000001,0,0,0,0,0,0
0.16700000000000001,0,0,0,0,0,0
0.16800000000000001,0,0,0,0,0,0
0.17000000000000001,0,0,0,0,0,0
0.17199999999999999,0,0,0,0,0,0
0.17299999999999999,0,0,0,0,0,0
0.17499999999999999,0,0,0,0,0,0
0.17699999999999999,0,0,0,0,0,0
0.17799999999999999,0,0,0,0,0,0
0.17999999999999999,0,0,0,0,0,0
0.182,0,0,0,0,0,0
0.183,0,0,0,0,0,0
0.185,0,0,0,0,0,0
0.187,0,0,0,0,0,0
0.188,0,0,0,0,0,0
0.19,0,0,0,0,0,0
0.192,0,0,0,0,0,0
0.193,0,0,0,0,0,0
0.19500000000000001,0,0,0,0,0,0
0.19700000000000001,0,0,0,0,0,0
0.19800000000000001,0,0,0,0,0,0
0.20000000000000001,0,0,0,0,0,0
0.20200000000000001,0,0,0,0,0,0
0.20300000000000001,0,0,0,0,0,0
0.20499999999999999,0,0,0,0,0,0
0.20699999999999999,0,0,0,0,0,0
0.20799999999999999,0,0,0,0,0,0
0.20999999999999999,0,0,0,0,0,0
0.21199999999999999,0,0,0,0,0,0
0.21299999999999999,0,0,0,0,0,0
0.215,0,0,0,0,0,0
0.217,0,0,0,0,0,0
0.218,0,0,0,0,0,0
0.22,0,0,0,0,0,0
0.222,0,0,0,0,0,0
0.223,0,0,0,0,0,0
0.22500000000000001,0,0,0,0,0,0
0.22700000000000001,0,0,0,0,0,0
0.22800000000000001,0,0,0,0,0,0
0.23000000000000001,0,0,0,0,0,0
0.23200000000000001,0,0,0,0,0,0
0.23300000000000001,0,0,0,0,0,0
0.23499999999999999,0,0,0,0,0,0
0.23699999999999999,0,0,0,0,0,0
0.23799999999999999,0,0,0,0,0,0
0.23999999999999999,0,0,0,0,0,0
0.24199999999999999,0,0,0,0,0,0
0.24299999999999999,0,0,0,0,0,0
0.245,0,0,0,0,0,0
0.247,0,0,0,0,0,0
0.248,0,0,0,0,0,0
0.25,0,0,0,0,0,0
0.252,0,0,0,0,0,0
0.253,0,0,0,0,0,0
0.255,0,0,0,0,0,0
0.25700000000000001,0,0,0,0,0,0
0.25800000000000001,0,0,0,0,0,0
0.26000000000000001,0,0,0,0,0,0
0.26200000000000001,0,0,0,0,0,0
0.26300000000000001,0,0,0,0,0,0
0.26500000000000001,0,0,0,0,0,0
0.26700000000000002,0,0,0,0,0,0
0.26800000000000002,0,0,0,0,0,0
0.27000000000000002,0,0,0,0,0,0
0.27200000000000002,0,0,0,0,0,0
0.27300000000000002,0,0,0,0,0,0
0.27500000000000002,0,0,0,0,0,0
0.27700000000000002,0,0,0,0,0,0
0.27800000000000002,0,0,0,0,0,0
0.28000000000000003,0,0,0,0,0,0
0.28199999999999997,0,0,0,0,0,0
0.28299999999999997,0,0,0,0,0,0
0.28499999999999998,0,0,0,0,0,0
0.28699999999999998,0,0,0,0,0,0
0.28799999999999998,0,0,0,0,0,0
0.28999999999999998,0,0,0,0,0,0
0.29199999999999998,0,0,0,0,0,0
0.29299999999999998,0,0,0,0,0,0
0.29499999999999998,0,0,0,0,0,0
0.29699999999999999,0,0,0,0,0,0
0.29799999999999999,0,0,0,0,0,0
0.29999999999999999,0,0,0,0,0,0
0.30199999999999999,0,0,0,0,0,0
0.30299999999999999,0,0,0,0,0,0
0.30499999999999999,0,0,0,0,0,0
0.307,0,0,0,0,0,0
0.308,0,0,0,0,0,0
0.31,0,0,0,0,0,0
0.312,0,0,0,0,0,0
0.313,0,0,0,0,0,0
0.315,0,0,0,0,0,0
0.317,0,0,0,0,0,0
0.318,0,0,0,0,0,0
0.32000000000000001,0,0,0,0,0,0
0.32200000000000001,0,0,0,0,0,0
0.32300000000000001,0,0,0,0,0,0
0.32500000000000001,0,0,0,0,0,0
0.32700000000000001,0,0,0,0,0,0
0.32800000000000001,0,0,0,0,0,0
0.33000000000000002,0,0,0,0,0,0
0.33200000000000002,0,0,0,0,0,0
0.33300000000000002,0,0,0,0,0,0
0.33500000000000002,0,0,0,0,0,0
0.33700000000000002,0,0,0,0,0,0
0.33800000000000002,0,0,0,0,0,0
0.34000000000000002,0,0,0,0,0,0
0.34200000000000003,0,0,0,0,0,0
0.34300000000000003,0,0,0,0,0,0
0.34499999999999997,0,0,0,0,0,0
0.34699999999999998,0,0,0,0,0,0
0.34799999999999998,0,0,0,0,0,0
0.34999999999999998,0,0,0,0,0,0
0.35199999999999998,0,0,0,0,0,0
0.35299999999999998,0,0,0,0,0,0
0.35499999999999998,0,0,0,0,0,0
0.35699999999999998,0,0,0,0,0,0
0.35799999999999998,0,0,0,0,0,0
0.35999999999999999,0,0,0,0,0,0
0.36199999999999999,0,0,0,0,0,0
0.36299999999999999,0,0,0,0,0,0
0.36499999999999999,0,0,0,0,0,0
0.36699999999999999,0,0,0,0,0,0
0.36799999999999999,0,0,0,0,0,0
0.37,0,0,0,0,0,0
0.372,0,0,0,0,0,0
0.373,0,0,0,0,0,0
0.375,0,0,0,0,0,0
0.377,0,0,0,0,0,0
0.378,0,0,0,0,0,0
0.38,0,0,0,0,0,0
0.38200000000000001,0,0,0,0,0,0
0.38300000000000001,0,0,0,0,0,0
0.38500000000000001,0,0,0,0,0,0
0.38700000000000001,0,0,0,0,0,0
0.38800000000000001,0,0,0,0,0,0
0.39000000000000001,0,0,0,0,0,0
0.39200000000000002,0,0,0,0,0,0
0.39300000000000002,0,0,0,0,0,0
0.39500000000000002,0,0,0,0,0,0
0.39700000000000002,0,0,0,0,0,0
0.39800000000000002,0,0,0,0,0,0
0.40000000000000002,0,0,0,0,0,0
0.40200000000000002,0,0,0,0,0,0
0.40300000000000002,0,0,0,0,0,0
0.40500000000000003,0,0,0,0,0,0
0.40699999999999997,0,0,0,0,0,0
0.40799999999999997,0,0,0,0,0,0
0.40999999999999998,0,0,0,0,0,0
0.41199999999999998,0,0,0,0,0,0
0.41299999999999998,0,0,0,0,0,0
0.41499999999999998,0,0,0,0,0,0
0.41699999999999998,0,0,0,0,0,0
0.41799999999999998,0,0,0,0,0,0
0.41999999999999998,0,0,0,0,0,0
0.42199999999999999,0,0,0,0,0,0
0.42299999999999999,0,0,0,0,0,0
0.42499999999999999,0,0,0,0,0,0
0.42699999999999999,0,0,0,0,0,0
0.42799999999999999,0,0,0,0,0,0
0.42999999999999999,0,0,0,0,0,0
0.432,0,0,0,0,0,0
0.433,0,0,0,0,0,0
0.435,0,0,0,0,0,0
0.437,0,0,0,0,0,0
0.438,0,0,0,0,0,0
0.44,0,0,0,0,0,0
0.442,0,0,0,0,0,0
0.443,0,0,0,0,0,0
0.44500000000000001,0,0,0,0,0,0
0.44700000000000001,0,0,0,0,0,0
0.44800000000000001,0,0,0,0,0,0
0.45000000000000001,0,0,0,0,0,0
0.45200000000000001,0,0,0,0,0,0
0.45300000000000001,0,0,0,0,0,0
0.45500000000000002,0,0,0,0,0,0
0.45700000000000002,0,0,0,0,0,0
0.45800000000000002,0,0,0,0,0,0
0.46000000000000002,0,0,0,0,0,0
0.46200000000000002,0,0,0,0,0,0
0.46300000000000002,0,0,0,0,0,0
0.46500000000000002,0,0,0,0,0,0
0.46700000000000003,0,0,0,0,0,0
0.46800000000000003,0,0,0,0,0,0
0.46999999999999997,0,0,0,0,0,0
0.47199999999999998,0,0,0,0,0,0
0.47299999999999998,0,0,0,0,0,0
0.47499999999999998,0,0,0,0,0,0
0.47699999999999998,0,0,0,0,0,0
0.47799999999999998,0,0,0,0,0,0
0.47999999999999998,0,0,0,0,0,0
0.48199999999999998,0,0,0,0,0,0
0.48299999999999998,0,0,0,0,0,0
0.48499999999999999,0,0,0,0,0,0
0.48699999999999999,0,0,0,0,0,0
0.48799999999999999,0,0,0,0,0,0
0.48999999999999999,0,0,0,0,0,0
0.49199999999999999,0,0,0,0,0,0
0.49299999999999999,0,0,0,0,0,0
0.495,0,0,0,0,0,0
0.497,0,0,0,0,0,0
0.498,0,0,0,0,0,0
0.5,0,0,0,0,0,0
0.502,0,0,0,0,0,0
0.503,0,0,0,0,0,0
0.505,0,0,0,0,0,0
0.50700000000000001,0,0,0,0,0,0
0.50800000000000001,0,0,0,0,0,0
0.51000000000000001,0,0,0,0,0,0
0.51200000000000001,0,0,0,0,0,0
0.51300000000000001,0,0,0,0,0,0
0.51500000000000001,0,0,0,0,0,0
0.51700000000000002,0,0,0,0,0,0
0.51800000000000002,0,0,0,0,0,0
0.52000000000000002,0,0,0,0,0,0
0.52200000000000002,0,0,0,0,0,0
0.52300000000000002,0,0,0,0,0,0
0.52500000000000002,0,0,0,0,0,0
0.52700000000000002,0,0,0,0,0,0
0.52800000000000002,0,0,0,0,0,0
0.53000000000000003,0,0,0,0,0,0
0.53200000000000003,0,0,0,0,0,0
0.53300000000000003,0,0,0,0,0,0
0.53500000000000003,0,0,0,0,0,0
0.53700000000000003,0,0,0,0,0,0
0.53800000000000003,0,0,0,0,0,0
0.54000000000000004,0,0,0,0,0,0
0.54200000000000004,0,0,0,0,0,0
0.54300000000000004,0,0,0,0,0,0
0.54500000000000004,0,0,0,0,0,0
0.54700000000000004,0,0,0,0,0,0
0.54800000000000004,0,0,0,0,0,0
0.55000000000000004,0,0,0,0,0,0
0.55200000000000005,0,0,0,0,0,0
0.55300000000000005,0,0,0,0,0,0
0.55500000000000005,0,0,0,0,0,0
0.55700000000000005,0,0,0,0,0,0
0.55800000000000005,0,0,0,0,0,0
0.56000000000000005,0,0,0,0,0,0
0.56200000000000006,0,0,0,0,0,0
0.56299999999999994,0,0,0,0,0,0
0.56499999999999995,0,0,0,0,0,0
0.56699999999999995,0,0,0,0,0,0
0.56799999999999995,0,0,0,0,0,0
0.56999999999999995,0,0,0,0,0,0
0.57199999999999995,0,0,0,0,0,0
0.57299999999999995,0,0,0,0,0,0
0.57499999999999996,0,0,0,0,0,0
0.57699999999999996,0,0,0,0,0,0
0.57799999999999996,0,0,0,0,0,0
0.57999999999999996,0,0,0,0,0,0
0.58199999999999996,0,0,0,0,0,0
0.58299999999999996,0,0,0,0,0,0
0.58499999999999996,0,0,0,0,0,0
0.58699999999999997,0,0,0,0,0,0
0.58799999999999997,0,0,0,0,0,0
0.58999999999999997,0,0,0,0,0,0
0.59199999999999997,0,0,0,0,0,0
0.59299999999999997,0,0,0,0,0,0
0.59499999999999997,0,0,0,0,0,0
0.59699999999999998,0,0,0,0,0,0
0.59799999999999998,0,0,0,0,0,0
0.59999999999999998,0,0,0,0,0,0
0.60199999999999998,0,0,0,0,0,0
0.60299999999999998,0,0,0,0,0,0
0.60499999999999998,0,0,0,0,0,0
0.60699999999999998,0,0,0,0,0,0
0.60799999999999998,0,0,0,0,0,0
0.60999999999999999,0,0,0,0,0,0
0.61199999999999999,0,0,0,0,0,0
0.61299999999999999,0,0,0,0,0,0
0.61499999999999999,0,0,0,0,0,0
0.61699999999999999,0,0,0,0,0,0
0.61799999999999999,0,0,0,0,0,0
0.62,0,0,0,0,0,0
0.622,0,0,0,0,0,0
0.623,0,0,0,0,0,0
0.625,0,0,0,0,0,0
0.627,0,0,0,0,0,0
0.628,0,0,0,0,0,0
0.63,0,0,0,0,0,0
0.63200000000000001,0,0,0,0,0,0
0.63300000000000001,0,0,0,0,0,0
0.63500000000000001,0,0,0,0,0,0
0.63700000000000001,0,0,0,0,0,0
0.63800000000000001,0,0,0,0,0,0
0.64000000000000001,0,0,0,0,0,0
0.64200000000000002,0,0,0,0,0,0
0.64300000000000002,0,0,0,0,0,0
0.64500000000000002,0,0,0,0,0,0
0.64700000000000002,0,0,0,0,0,0
0.64800000000000002,0,0,0,0,0,0
0.65000000000000002,0,0,0,0,0,0
0.65200000000000002,0,0,0,0,0,0
0.65300000000000002,0,0,0,0,0,0
0.65500000000000003,0,0,0,0,0,0
0.65700000000000003,0,0,0,0,0,0
0.65800000000000003,0,0,0,0,0,0
0.66000000000000003,0,0,0,0,0,0
0.66200000000000003,0,0,0,0,0,0
0.66300000000000003,0,0,0,0,0,0
0.66500000000000004,0,0,0,0,0,0
0.66700000000000004,0,0,0,0,0,0
0.66800000000000004,0,0,0,0,0,0
0.67000000000000004,0,0,0,0,0,0
0.67200000000000004,0,0,0,0,0,0
0.67300000000000004,0,0,0,0,0,0
0.67500000000000004,0,0,0,0,0,0
0.67700000000000005,0,0,0,0,0,0
0.67800000000000005,0,0,0,0,0,0
0.68000000000000005,0,0,0,0,0,0
0.68200000000000005,0,0,0,0,0,0
0.68300000000000005,0,0,0,0,0,0
0.68500000000000005,0,0,0,0,0,0
0.68700000000000006,0,0,0,0,0,0
0.68799999999999994,0,0,0,0,0,0
0.68999999999999995,0,0,0,0,0,0
0.69199999999999995,0,0,0,0,0,0
0.69299999999999995,0,0,0,0,0,0
0.69499999999999995,0,0,0,0,0,0
0.69699999999999995,0,0,0,0,0,0
0.69799999999999995,0,0,0,0,0,0
0.69999999999999996,0,0,0,0,0,0
0.70199999999999996,0,0,0,0,0,0
0.70299999999999996,0,0,0,0,0,0
0.70499999999999996,0,0,0,0,0,0
0.70699999999999996,0,0,0,0,0,0
0.70799999999999996,0,0,0,0,0,0
0.70999999999999996,0,0,0,0,0,0
0.71199999999999997,0,0,0,0,0,0
0.71299999999999997,0,0,0,0,0,0
0.71499999999999997,0,0,0,0,0,0
0.71699999999999997,0,0,0,0,0,0
0.71799999999999997,0,0,0,0,0,0
0.71999999999999997,0,0,0,0,0,0
0.72199999999999998,0,0,0,0,0,0
0.72299999999999998,0,0,0,0,0,0
0.72499999999999998,0,0,0,0,0,0
0.72699999999999998,0,0,0,0,0,0
0.72799999999999998,0,0,0,0,0,0
0.72999999999999998,0,0,0,0,0,0
0.73199999999999998,0,0,0,0,0,0
0.73299999999999998,0,0,0,0,0,0
0.73499999999999999,0,0,0,0,0,0
0.73699999999999999,0,0,0,0,0,0
0.73799999999999999,0,0,0,0,0,0
0.73999999999999999,0,0,0,0,0,0
0.74199999999999999,0,0,0,0,0,0
0.74299999999999999,0,0,0,0,0,0
0.745,0,0,0,0,0,0
0.747,0,0,0,0,0,0
0.748,0,0,0,0,0,0
0.75,0,0,0,0,0,0
0.752,0,0,0,0,0,0
0.753,0,0,0,0,0,0
0.755,0,0,0,0,0,0
0.75700000000000001,0,0,0,0,0,0
0.75800000000000001,0,0,0,0,0,0
0.76000000000000001,0,0,0,0,0,0
0.76200000000000001,0,0,0,0,0,0
0.76300000000000001,0,0,0,0,0,0
0.76500000000000001,0,0,0,0,0,0
0.76700000000000002,0,0,0,0,0,0
0.76800000000000002,0,0,0,0,0,0
0.77000000000000002,0,0,0,0,0,0
0.77200000000000002,0,0,0,0,0,0
0.77300000000000002,0,0,0,0,0,0
0.77500000000000002,0,0,0,0,0,0
0.77700000000000002,0,0,0,0,0,0
0.77800000000000002,0,0,0,0,0,0
0.78000000000000003,0,0,0,0,0,0
0.78200000000000003,0,0,0,0,0,0
0.78300000000000003,0,0,0,0,0,0
0.78500000000000003,0,0,0,0,0,0
0.78700000000000003,0,0,0,0,0,0
0.78800000000000003,0,0,0,0,0,0
0.79000000000000004,0,0,0,0,0,0
0.79200000000000004,0,0,0,0,0,0
0.79300000000000004,0,0,0,0,0,0
0.79500000000000004,0,0,0,0,0,0
0.79700000000000004,0,0,0,0,0,0
0.79800000000000004,0,0,0,0,0,0
0.80000000000000004,0,0,0,0,0,0
0.80200000000000005,0,0,0,0,0,0
0.80300000000000005,0,0,0,0,0,0
0.80500000000000005,0,0,0,0,0,0
0.80700000000000005,0,0,0,0,0,0
0.80800000000000005,0,0,0,0,0,0
0.81000000000000005,0,0,0,0,0,0
0.81200000000000006,0,0,0,0,0,0
0.81299999999999994,0,0,0,0,0,0
0.81499999999999995,0,0,0,0,0,0
0.81699999999999995,0,0,0,0,0,0
0.81799999999999995,0,0,0,0,0,0
0.81999999999999995,0,0,0,0,0,0
0.82199999999999995,0,0,0,0,0,0
0.82299999999999995,0,0,0,0,0,0
0.82499999999999996,0,0,0,0,0,0
0.82699999999999996,0,0,0,0,0,0
0.82799999999999996,0,0,0,0,0,0
0.82999999999999996,0,0,0,0,0,0
0.83199999999999996,0,0,0,0,0,0
0.83299999999999996,0,0,0,0,0,0
0.83499999999999996,0,0,0,0,0,0
0.83699999999999997,0,0,0,0,0,0
0.83799999999999997,0,0,0,0,0,0
0.83999999999999997,0,0,0,0,0,0
0.84199999999999997,0,0,0,0,0,0
0.84299999999999997,0,0,0,0,0,0
0.84499999999999997,0,0,0,0,0,0
0.84699999999999998,0,0,0,0,0,0
0.84799999999999998,0,0,0,0,0,0
0.84999999999999998,0,0,0,0,0,0
0.85199999999999998,0,0,0,0,0,0
0.85299999999999998,0,0,0,0,0,0
0.85499999999999998,0,0,0,0,0,0
0.85699999999999998,0,0,0,0,0,0
0.85799999999999998,0,0,0,0,0,0
0.85999999999999999,0,0,0,0,0,0
0.86199999999999999,0,0,0,0,0,0
0.86299999999999999,0,0,0,0,0,0
0.86499999999999999,0,0,0,0,0,0
0.86699999999999999,0,0,0,0,0,0
0.86799999999999999,0,0,0,0,0,0
0.87,0,0,0,0,0,0
0.872,0,0,0,0,0,0
0.873,0,0,0,0,0,0
0.875,0,0,0,0,0,0
0.877,0,0,0,0,0,0
0.878,0,0,0,0,0,0
0.88,0,0,0,0,0,0
0.88200000000000001,0,0,0,0,0,0
0.88300000000000001,0,0,0,0,0,0
0.88500000000000001,0,0,0,0,0,0
0.88700000000000001,0,0,0,0,0,0
0.88800000000000001,0,0,0,0,0,0
0.89000000000000001,0,0,0,0,0,0
0.89200000000000002,0,0,0,0,0,0
0.89300000000000002,0,0,0,0,0,0
0.89500000000000002,0,0,0,0,0,0
0.89700000000000002,0,0,0,0,0,0
0.89800000000000002,0,0,0,0,0,0
0.90000000000000002,0,0,0,0,0,0
0.90200000000000002,0,0,0,0,0,0
0.90300000000000002,0,0,0,0,0,0
0.90500000000000003,0,0,0,0,0,0
0.90700000000000003,0,0,0,0,0,0
0.90800000000000003,0,0,0,0,0,0
0.91000000000000003,0,0,0,0,0,0
0.91200000000000003,0,0,0,0,0,0
0.91300000000000003,0,0,0,0,0,0
0.91500000000000004,0,0,0,0,0,0
0.91700000000000004,0,0,0,0,0,0
0.91800000000000004,0,0,0,0,0,0
0.92000000000000004,0,0,0,0,0,0
0.92200000000000004,0,0,0,0,0,0
0.92300000000000004,0,0,0,0,0,0
0.92500000000000004,0,0,0,0,0,0
0.92700000000000005,0,0,0,0,0,0
0.92800000000000005,0,0,0,0,0,0
0.93000000000000005,0,0,0,0,0,0
0.93200000000000005,0,0,0,0,0,0
0.93300000000000005,0,0,0,0,0,0
0.93500000000000005,0,0,0,0,0,0
0.93700000000000006,0,0,0,0,0,0
0.93799999999999994,0,0,0,0,0,0
0.93999999999999995,0,0,0,0,0,0
0.94199999999999995,0,0,0,0,0,0
0.94299999999999995,0,0,0,0,0,0
0.94499999999999995,0,0,0,0,0,0
0.94699999999999995,0,0,0,0,0,0
0.94799999999999995,0,0,0,0,0,0
0.94999999999999996,0,0,0,0,0,0
0.95199999999999996,0,0,0,0,0,0
0.95299999999999996,0,0,0,0,0,0
0.95499999999999996,0,0,0,0,0,0
0.95699999999999996,0,0,0,0,0,0
0.95799999999999996,0,0,0,0,0,0
0.95999999999999996,0,0,0,0,0,0
0.96199999999999997,0,0,0,0,0,0
0.96299999999999997,0,0,0,0,0,0
0.96499999999999997,0,0,0,0,0,0
0.96699999999999997,0,0,0,0,0,0
0.96799999999999997,0,0,0,0,0,0
0.96999999999999997,0,0,0,0,0,0
0.97199999999999998,0,0,0,0,0,0
0.97299999999999998,0,0,0,0,0,0
0.97499999999999998,0,0,0,0,0,0
0.97699999999999998,0,0,0,0,0,0
0.97799999999999998,0,0,0,0,0,0
0.97999999999999998,0,0,0,0,0,0
0.98199999999999998,0,0,0,0,0,0
0.98299999999999998,0,0,0,0,0,0
0.98499999999999999,0,0,0,0,0,0
0.98699999999999999,0,0,0,0,0,0
0.98799999999999999,0,0,0,0,0,0
0.98999999999999999,0,0,0,0,0,0
0.99199999999999999,0,0,0,0,0,0
0.99299999999999999,0,0,0,0,0,0
0.995,0,0,0,0,0,0
0.997,0,0,0,0,0,0
0.998,0,0,0,0,0,0
1,0,0,0,0,0,0
1.002,0,0,0,0,0,0
1.0029999999999999,0,0,0,0,0,0
1.0049999999999999,0,0,0,0,0,0
1.0069999999999999,0,0,0,0,0,0
1.008,0,0,0,0,0,0
1.01,0,0,0,0,0,0
1.012,0,0,0,0,0,0
1.0129999999999999,0,0,0,0,0,0
1.0149999999999999,0,0,0,0,0,0
1.0169999999999999,0,0,0,0,0,0
1.018,0,0,0,0,0,0
1.02,0,0,0,0,0,0
1.022,0,0,0,0,0,0
1.0229999999999999,0,0,0,0,0,0
1.0249999999999999,0,0,0,0,0,0
1.0269999999999999,0,0,0,0,0,0
1.028,0,0,0,0,0,0
1.03,0,0,0,0,0,0
1.032,0,0,0,0,0,0
1.0329999999999999,0,0,0,0,0,0
1.0349999999999999,0,0,0,0,0,0
1.0369999999999999,0,0,0,0,0,0
1.038,0,0,0,0,0,0
1.04,0,0,0,0,0,0
1.042,0,0,0,0,0,0
1.0429999999999999,0,0,0,0,0,0
1.0449999999999999,0,0,0,0,0,0
1.0469999999999999,0,0,0,0,0,0
1.048,0,0,0,0,0,0
1.05,0,0,0,0,0,0
1.052,0,0,0,0,0,0
1.0529999999999999,0,0,0,0,0,0
1.0549999999999999,0,0,0,0,0,0
1.0569999999999999,0,0,0,0,0,0
1.0580000000000001,0,0,0,0,0,0
1.0600000000000001,0,0,0,0,0,0
1.0620000000000001,0,0,0,0,0,0
1.0629999999999999,0,0,0,0,0,0
1.0649999999999999,0,0,0,0,0,0
1.0669999999999999,0,0,0,0,0,0
1.0680000000000001,0,0,0,0,0,0
1.0700000000000001,0,0,0,0,0,0
1.0720000000000001,0,0,0,0,0,0
1.073,0,0,0,0,0,0
1.075,0,0,0,0,0,0
1.077,0,0,0,0,0,0
1.0780000000000001,0,0,0,0,0,0
1.0800000000000001,0,0,0,0,0,0
1.0820000000000001,0,0,0,0,0,0
1.083,0,0,0,0,0,0
1.085,0,0,0,0,0,0
1.087,0,0,0,0,0,0
1.0880000000000001,0,0,0,0,0,0
1.0900000000000001,0,0,0,0,0,0
1.0920000000000001,0,0,0,0,0,0
1.093,0,0,0,0,0,0
1.095,0,0,0,0,0,0
1.097,0,0,0,0,0,0
1.0980000000000001,0,0,0,0,0,0
1.1000000000000001,0,0,0,0,0,0
1.1020000000000001,0,0,0,0,0,0
1.103,0,0,0,0,0,0
1.105,0,0,0,0,0,0
1.107,0,0,0,0,0,0
1.1080000000000001,0,0,0,0,0,0
1.1100000000000001,0,0,0,0,0,0
1.1120000000000001,0,0,0,0,0,0
1.113,0,0,0,0,0,0
1.115,0,0,0,0,0,0
1.117,0,0,0,0,0,0
1.1180000000000001,0,0,0,0,0,0
1.1200000000000001,0,0,0,0,0,0
1.1220000000000001,0,0,0,0,0,0
1.123,0,0,0,0,0,0
1.125,0,0,0,0,0,0
1.127,0,0,0,0,0,0
1.1279999999999999,0,0,0,0,0,0
1.1299999999999999,0,0,0,0,0,0
1.1319999999999999,0,0,0,0,0,0
1.133,0,0,0,0,0,0
1.135,0,0,0,0,0,0
1.137,0,0,0,0,0,0
1.1379999999999999,0,0,0,0,0,0
1.1399999999999999,0,0,0,0,0,0
1.1419999999999999,0,0,0,0,0,0
1.143,0,0,0,0,0,0
1.145,0,0,0,0,0,0
1.147,0,0,0,0,0,0
1.1479999999999999,0,0,0,0,0,0
1.1499999999999999,0,0,0,0,0,0
1.1519999999999999,0,0,0,0,0,0
1.153,0,0,0,0,0,0
1.155,0,0,0,0,0,0
